question	answer	video_id	action
who is standing by a car ?	unknown	fight06	fight
when does the fight happen ?	night-time	fight06	fight
when does the shooting happen ?	unknown	fight06	fight
does the video happen daytime ?	no	fight06	fight
does the video happen night-time ?	yes	fight06	fight
where does the fight happen ?	outdoor	fight06	fight
where does the assault happen ?	unknown	fight06	fight
does the video happen outdoor ?	yes	fight06	fight
does the video happen indoor ?	no	fight06	fight
does the video have fight ?	yes	fight07	fight
does the video have shooting ?	no	fight07	fight
when does the fight happen ?	night-time	fight07	fight
when does the shooting happen ?	unknown	fight07	fight
does the video happen daytime ?	no	fight07	fight
does the video happen night-time ?	yes	fight07	fight
where does the fight happen ?	indoor	fight07	fight
where does the assault happen ?	unknown	fight07	fight
does the video happen outdoor ?	no	fight07	fight
does the video happen indoor ?	yes	fight07	fight
does the video have fight ?	yes	fight08	fight
does the video have fall ?	yes	fight08	fight
what is the man wearing white t-shirt doing ?	fighting	fight08	fight
what is the man wearing red t-shirt doing ?	fighting	fight08	fight
what is the woman wearing black coat doing?	unknown	fight08	fight
what is the woman wearing blue skirt doing?	unknown	fight08	fight
does the video have shooting ?	no	fight08	fight
who is fighting ?	the man wearing white t-shirt	fight08	fight
who is shooting ?	unknown	fight08	fight
who is sitting on a chair ?	the man wearing red t-shirt	fight08	fight
who hold a rod ?	unknown	fight08	fight
when does the fight happen ?	night-time	fight08	fight
when does the shooting happen ?	unknown	fight08	fight
does the video happen daytime ?	no	fight08	fight
does the video happen night-time ?	yes	fight08	fight
where does the fight happen ?	indoor	fight08	fight
where does the fall happen ?	unknown	fight08	fight
does the video happen outdoor ?	no	fight08	fight
does the video happen indoor ?	yes	fight08	fight
does the video have fight ?	yes	fight09	fight
does the video have assault ?	no	fight09	fight
what is the man wearing pink t-shirt doing ?	fighting	fight09	fight
what is the woman wearing green skirt doing?	unknown	fight09	fight
who is fighting ?	the man wearing pink t-shirt	fight09	fight
who is shooting ?	unknown	fight09	fight
who has a rod ?	the man wearing black t-shirt	fight09	fight
when does the fight happen ?	night-time	fight09	fight
when does the shoot happen ?	unknown	fight09	fight
does the video happen daytime ?	no	fight09	fight
does the video happen night-time ?	yes	fight09	fight
where does the fight happen ?	outdoor	fight09	fight
where does the shooting happen ?	unknown	fight09	fight
does the video happen indoor ?	no	fight09	fight
does the video happen outdoor ?	yes	fight09	fight
does the video have fight ?	yes	fight10	fight
does the video have shooting ?	no	fight10	fight
what is the man wearing blue t-shirt doing ?	fighting	fight10	fight
what is the man wearing white t-shirt doing ?	fighting	fight10	fight
what is the woman wearing white pants doing?	unknown	fight10	fight
what is the man wearing helmet doing?	unknown	fight10	fight
does the video have fall ?	yes	fight10	fight
who is fighting ?	the man wearing blue t-shirt	fight10	fight
who is shooting ?	unknown	fight10	fight
who hit by hand  ?	the man wearing blue t-shirt	fight10	fight
who has a rod ?	unknown	fight10	fight
when does the fight happen ?	night-time	fight10	fight
when does the shooting happen ?	unknown	fight10	fight
does the video happen daytime ?	no	fight10	fight
does the video happen night-time ?	yes	fight10	fight
where does the man fall ?	ground	fight10	fight
where does the fight happen ?	indoor	fight10	fight
where does the shooting happen ?	unknown	fight10	fight
does the video happen outdoor ?	no	fight10	fight
does the video happen indoor ?	yes	fight10	fight
does the video have fight ?	yes	fight11	fight
does the video have falling ?	yes	fight11	fight
what is the man wearing white t-shirt doing ?	fighting	fight11	fight
what is the man wearing black t-shirt doing ?	fighting	fight11	fight
what is the man wearing blue shirt doing?	unknown	fight11	fight
what is the woman wearing blue skirt doing?	unknown	fight11	fight
does the video have shooting ?	no	fight11	fight
who is fighting ?	the man wearing black t-shirt	fight11	fight
who is shooting ?	unknown	fight11	fight
who is falling ?	the man wearing white t-shirt	fight11	fight
when does the fall happen ?	night-time	fight11	fight
when does the shooting happen ?	unknown	fight11	fight
does the video happen daytime ?	no	fight11	fight
does the video happen night-time ?	yes	fight11	fight
where does the fight happen ?	outdoor	fight11	fight
where does the assault happen ?	unknown	fight11	fight
does the video happen indoor ?	no	fight11	fight
does the video happen outdoor ?	yes	fight11	fight
does the video have fight ?	yes	fight12	fight
does the video have fall ?	no	fight12	fight
what is the man wearing black shirt doing ?	fighting	fight12	fight
what is the man wearing white t-shirt doing?	unknown	fight12	fight
who is fighting ?	the man wearing black t-shirt	fight12	fight
who is shooting ?	unknown	fight12	fight
who hit by hand ?	the man wearing black t-shirt	fight12	fight
who has a rod?	unknown	fight12	fight
when does the fight happen ?	night-time	fight12	fight
when does the shooting happen ?	unknown	fight12	fight
does the video happen daytime ?	no	fight12	fight
does the video happen night-time ?	yes	fight12	fight
where does the fight happen ?	indoor	fight12	fight
where does the fall happen ?	unknown	fight12	fight
does the video happen outdoor ?	no	fight12	fight
does the video happen indoor ?	yes	fight12	fight
does the video have fight ?	yes	fight13	fight
does the video have fall ?	yes	fight13	fight
what is the man wearing blue t-shirt doing ?	falling	fight13	fight
what is the man wearing white t-shirt doing ?	fighting	fight13	fight
what is the man wearing pink t-shirt doing?	unknown	fight13	fight
what is the woman wearing sleeveless pink shirt doing?	unknown	fight13	fight
does video have shooting ?	no	fight13	fight
who is fighting ?	the man wearing white t-shirt	fight13	fight
who is falling ?	the man wearing blue t-shirt	fight13	fight
who is shooting ?	unknown	fight13	fight
who is standing by a car ?	unknown	fight13	fight
who hit by hand ?	the man wearing black t-shirt	fight13	fight
when does the fight happen ?	daytime	fight13	fight
when does the shooting happen ?	unknown	fight13	fight
does the video happen night-time ?	no	fight13	fight
does the video happen daytime ?	yes	fight13	fight
where does the fall happen ?	indoor	fight13	fight
where does the shooting happen ?	unknown	fight13	fight
does the video happen outdoor ?	no	fight13	fight
does the video happen indoor ?	yes	fight13	fight
does the video have fight ?	yes	fight14	fight
does the video have shooting ?	no	fight14	fight
when does the fight happen ?	daytime	fight14	fight
when does the shooting happen ?	unknown	fight14	fight
does the video happen night-time ?	no	fight14	fight
does the video happen daytime ?	yes	fight14	fight
where does the fight happen ?	outdoor	fight14	fight
where does the shooting happen ?	unknown	fight14	fight
does the video happen indoor ?	no	fight14	fight
does the video happen outdoor ?	yes	fight14	fight
does the video have shoot ?	yes	shoot01	shoot
does the video have assault ?	no	shoot01	shoot
what is the man wearing white t-shirt doing ?	shooting	shoot01	shoot
what is the man wearing black t-shirt doing?	unknown	shoot01	shoot
who is shooting ?	the man wearing white t-shirt	shoot01	shoot
who is assaulting ?	unknown	shoot01	shoot
who has a gun?	the man wearing white t-shirt	shoot01	shoot
who has a rod ?	unknown	shoot01	shoot
who is sitting on a blue chair (postive) ?		shoot01	shoot
when does the shooting happen ?	night-time	shoot01	shoot
when does the assault happen ?	unknown	shoot01	shoot
does the video happen daytime ?	no	shoot01	shoot
does the video happen night-time ?	yes	shoot01	shoot
where does the shooting happen ?	indoor	shoot01	shoot
where does the fighting happen ?	unknown	shoot01	shoot
does the video happen indoor ?	yes	shoot01	shoot
does the video happen outdoor ?	no	shoot01	shoot
does the video have shoot ?	yes	shoot02	shoot
does the video have assault ?	no	shoot02	shoot
what is the man wearing black t-shirt doing ?	shooting	shoot02	shoot
what is the man wearing blue t-shirt doing?	unknown	shoot02	shoot
does the video have fall ?	yes	shoot02	shoot
who is shooting ?	the man wearing black t-shirt	shoot02	shoot
who is assaulting ?	unknown	shoot02	shoot
who has a gun ?	the man wearing black t-shirt	shoot02	shoot
who has a rod ?	unknown	shoot02	shoot
when does the shooting happen ?	daytime	shoot02	shoot
when does the fighting happen ?	unknown	shoot02	shoot
does the video happen night-time ?	no	shoot02	shoot
does the video happen daytime ?	yes	shoot02	shoot
when does the fall happen ?	daytime	shoot02	shoot
where does the shooting happen ?	outdoor	shoot02	shoot
where does the assault happen ?	unknown	shoot02	shoot
does the video happen indoor ?	no	shoot02	shoot
does the video happen outdoor ?	yes	shoot02	shoot
does the video have shoot ?	yes	shoot03	shoot
does the video have fighting ?	no	shoot03	shoot
when does the shooting happen ?	night-time	shoot03	shoot
when does the fall happen ?	unknown	shoot03	shoot
does the video happen daytime ?	no	shoot03	shoot
does the video happen night-time ?	yes	shoot03	shoot
where does the shooting happen ?	outdoor	shoot03	shoot
where does the fall happen ?	unknown	shoot03	shoot
does the video happen indoor ?	no	shoot03	shoot
does the video happen outdoor ?	yes	shoot03	shoot
does the video have shoot ?	yes	shoot04	shoot
does the video have fall ?	no	shoot04	shoot
what is the man wearing white t-shirt doing ?	shooting	shoot04	shoot
what is the man wearing black t-shirt doing?	unknown	shoot04	shoot
who is shooting ?	the man wearing white t-shirt	shoot04	shoot
who is falling ?	unknown	shoot04	shoot
who has a gun ?	the man wearing white t-shirt	shoot04	shoot
who has a rod ?	unknown	shoot04	shoot
when does the shooting happen ?	night-time	shoot04	shoot
when does the fall happen ?	unknown	shoot04	shoot
does the video happen daytime ?	no	shoot04	shoot
does the video happen night-time ?	yes	shoot04	shoot
where does shooting happen ?	indoor	shoot04	shoot
where does the fight happen ?	unknown	shoot04	shoot
does the video happen outdoor ?	no	shoot04	shoot
does the video happen indoor ?	yes	shoot04	shoot
does the video have shoot ?	yes	shoot05	shoot
does the video have fall ?	no	shoot05	shoot
what is the man wearing black pants doing ?	shooting	shoot05	shoot
what is the man wearing black t-shirt doing ?	shooting	shoot05	shoot
what is the woman wearing blue skirt doing?	unknown	shoot05	shoot
what is the woman wearing green skirt doing?	unknown	shoot05	shoot
who is shooting ?	the man wearing black t-shirt	shoot05	shoot
who is falling ?	unknown	shoot05	shoot
who has a gun ?	the man wearing black t-shirt	shoot05	shoot
who has a rod ?	unknown	shoot05	shoot
who is lying ?	the man wearing black pants	shoot05	shoot
when does the shooting happen ?	daytime	shoot05	shoot
when does the fall happen ?	unknown	shoot05	shoot
does the video happen night-time ?	no	shoot05	shoot
does the video happen daytime ?	yes	shoot05	shoot
where does the fight happen ?	indoor	shoot05	shoot
where does the fall happen ?	unknown	shoot05	shoot
does the video happen outdoor ?	no	shoot05	shoot
does the video happen indoor ?	yes	shoot05	shoot
does the video have shoot ?	yes	shoot06	shoot
does the video have fight ?	no	shoot06	shoot
what is the man wearing white t-shirt doing ?	falling	shoot06	shoot
what is the man wearing black t-shirt doing ?	shooting	shoot06	shoot
what is the man wearing white hat doing?	unknown	shoot06	shoot
what is the woman wearing blue skirt doing?	unknown	shoot06	shoot
does the video have fall ?	yes	shoot06	shoot
who is falling ?	the man wearing white t-shirt	shoot06	shoot
who is shooting ?	the man wearing black t-shirt	shoot06	shoot
who has a gun ?	the man wearing black t-shirt	shoot06	shoot
who is opening the gate ?	unknown	shoot06	shoot
when does the shooting happen ?	night-time	shoot06	shoot
when does the assault happen ?	unknown	shoot06	shoot
does the video happen daytime ?	no	shoot06	shoot
does the video happen night-time ?	yes	shoot06	shoot
where does the shooting happen ?	indoor	shoot06	shoot
where does the fighting happen ?	unknown	shoot06	shoot
does the video happen indoor ?	yes	shoot06	shoot
does the video happen outdoor ?	no	shoot06	shoot
does the video have shoot ?	yes	shoot07	shoot
does the video have fall ?	no	shoot07	shoot
what is the man without clothes doing ?	shooting	shoot07	shoot
what is the man wearing blue short pants doing ?	shooting	shoot07	shoot
what is the woman wearing blue skirt doing?	unknown	shoot07	shoot
what is the man wearing black t-shirt doing?	unknown	shoot07	shoot
who is shooting?	the man wearing blue short pants	shoot07	shoot
who is falling ?	unknown	shoot07	shoot
who has a gun?	the man wearing blue short pants	shoot07	shoot
who has a hat ?	unknown	shoot07	shoot
when does the shooting happen ?	daytime	shoot07	shoot
when does the fall happen ?	unknown	shoot07	shoot
does the video happen night-time ?	no	shoot07	shoot
does the video happen daytime ?	yes	shoot07	shoot
where does the shooting happen ?	outdoor	shoot07	shoot
where does the assault happen ?	unknown	shoot07	shoot
does the video happen indoor ?	no	shoot07	shoot
does the video happen outdoor ?	yes	shoot07	shoot
does the video have shoot ?	yes	shoot08	shoot
does the video have fall?	no	shoot08	shoot
what is the man wearing white t-shirt doing ?	shooting	shoot08	shoot
what is the man wearing black pants doing ?	shooting	shoot08	shoot
what is the man wearing blue t-shirt doing?	unknown	shoot08	shoot
what is the woman wearing green skirt doing?	unknown	shoot08	shoot
who is shooting ?	the man wearing white t-shirt	shoot08	shoot
who is falling ?	unknown	shoot08	shoot
who has a gun ?	the man wearing black pants	shoot08	shoot
who has a rod (negative) ?	unknown	shoot08	shoot
when does the shooting happen ?	night-time	shoot08	shoot
when does the assault happen ?	unknown	shoot08	shoot
does the video happen daytime ?	no	shoot08	shoot
does the video happen night-time ?	yes	shoot08	shoot
where does the shooting happen ?	outdoor	shoot08	shoot
where does the fighting happen ?	unknown	shoot08	shoot
does the video happen indoor ?	no	shoot08	shoot
does the video happen outdoor ?	yes	shoot08	shoot
does the video have shoot ?	yes	shoot09	shoot
does the video have fight ?	no	shoot09	shoot
who is shooting ?	unknown	shoot09	shoot
who is assaulting ?	unknown	shoot09	shoot
who has a gun ?	unknown	shoot09	shoot
who has a rod ?	unknown	shoot09	shoot
when does the shooting happen ?	night-time	shoot09	shoot
when does the fall happen ?	unknown	shoot09	shoot
does the video happen daytime ?	no	shoot09	shoot
does the video happen night-time ?	yes	shoot09	shoot
where does the shooting happen ?	indoor	shoot09	shoot
where does the assault happen ?	unknown	shoot09	shoot
does the video happen indoor ?	yes	shoot09	shoot
does the video happen outdoor ?	no	shoot09	shoot
does the video have shoot ?	yes	shoot10	shoot
does the video have assault ?	no	shoot10	shoot
what is the man wearing white t-shirt doing ?	falling	shoot10	shoot
what is the man wearing gray t-shirt doing ?	shooting	shoot10	shoot
what is the man wearing helmet doing?	unknown	shoot10	shoot
what is the woman wearing blue skirt doing?	unknown	shoot10	shoot
does the video have fall ?	yes	shoot10	shoot
who is falling ?	the man wearing white t-shirt	shoot10	shoot
who is the man wearing sleeeveless shirt doing ?	unknown	shoot10	shoot
who has a gun ?	the man wearing gray t-shirt	shoot10	shoot
who hold a bottle ?	unknown	shoot10	shoot
who is standing by a wall ?	unknown	shoot10	shoot
who is fighting ?	unknown	shoot10	shoot
when does the shooting happen ?	night-time	shoot10	shoot
when does the fight happen ?	unknown	shoot10	shoot
does the video happen night-time ?	yes	shoot10	shoot
does the video happen daytime ?	no	shoot10	shoot
where does the shooting happen ?	indoor	shoot10	shoot
where does the assault happen ?	unknown	shoot10	shoot
does the video happen indoor ?	yes	shoot10	shoot
does the video happen outdoor ?	no	shoot10	shoot
does the video have shoot ?	yes	shoot11	shoot
does the video have assault ?	no	shoot11	shoot
who has a gun ?	the man standing by a car	shoot11	shoot
who has a rod ?	unknown	shoot11	shoot
who is standing by a car ?	the man hold a gun	shoot11	shoot
who is sitting on a chair ?	unknown	shoot11	shoot
when does the shooting happen ?	night-time	shoot11	shoot
when does the fight happen ?	unknown	shoot11	shoot
does the video happen daytime ?	no	shoot11	shoot
does the video happen night-time ?	yes	shoot11	shoot
where does the shooting happen ?	outdoor	shoot11	shoot
where does the assault happen ?	unknown	shoot11	shoot
does the video happen indoor ?	no	shoot11	shoot
does the video happen outdoor ?	yes	shoot11	shoot
does the video have shoot ?	yes	shoot12	shoot
does the video have fall ?	no	shoot12	shoot
what is the man wearing green t-shirt doing ?	shooted	shoot12	shoot
what is the man sitting in a car doing ?	shooting	shoot12	shoot
what is the man wearing black t-shirt doing?	unknown	shoot12	shoot
what is the man sitting on the ground doing?	unknown	shoot12	shoot
who is shooting ?	the man sitting in a car	shoot12	shoot
who is fighting ?	unknown	shoot12	shoot
who has a gun ?	the man sitting in a car	shoot12	shoot
who has a rod ?	unknown	shoot12	shoot
when does the shooting happen ?	night-time	shoot12	shoot
when does the fight happen ?	unknown	shoot12	shoot
does the video happen daytime ?	no	shoot12	shoot
does the video happen night-time ?	yes	shoot12	shoot
where does the shooting happen ?	indoor	shoot12	shoot
where does the fight happen ?	unknown	shoot12	shoot
does the video happen outdoor ?	no	shoot12	shoot
does the video happen indoor ?	yes	shoot12	shoot
does the video have shoot ?	yes	shoot13	shoot
does the video have assault ?	no	shoot13	shoot
what is the man wearing red t-shirt doing ?	shooting	shoot13	shoot
what is the man wearing white t-shirt doing ?	shooting	shoot13	shoot
what is the man wearing pink t-shirt doing?	unknown	shoot13	shoot
what is the woman wearing black t-shirt doing?	unknown	shoot13	shoot
does the video have fall ?	yes	shoot13	shoot
who is shooting ?	the man wearing red t-shirt	shoot13	shoot
who is fighting ?	unknown	shoot13	shoot
who has a gun ?	the man wearing red t-shirt	shoot13	shoot
who hit by hand ?	unknown	shoot13	shoot
who is standing by a wall ?	the man wearing white t-shirt	shoot13	shoot
when does the shooting happen ?	daytime	shoot13	shoot
when does the assault happen ?	unknown	shoot13	shoot
does the video happen night-time ?	no	shoot13	shoot
does the video happen daytime ?	yes	shoot13	shoot
where does the fight happen ?	indoor	shoot13	shoot
where does the assault happen ?	unknown	shoot13	shoot
does the video happen indoor ?	no	shoot13	shoot
does the video happen outdoor ?	yes	shoot13	shoot
does the video have shoot ?	yes	shoot14	shoot
does the video have fight ?	no	shoot14	shoot
what is the man wearing white t-shirt doing ?	shooting	shoot14	shoot
what is the man wearing blue t-shirt doing?	unknown	shoot14	shoot
who is shooting ?	the man wearing white t-shirt	shoot14	shoot
who is fighting ?	unknown	shoot14	shoot
who has a gun ?	the man wearing white t-shirt	shoot14	shoot
who is riding a bicycle ?	unknown	shoot14	shoot
when does the shooting happen ?	night-time	shoot14	shoot
when does the assault happen ?	unknown	shoot14	shoot
does the video happen daytime ?	no	shoot14	shoot
does the video happen night-time ?	yes	shoot14	shoot
where does the shooting happen ?	outdoor	shoot14	shoot
where does the fight happen ?	unknown	shoot14	shoot
does the video happen indoor ?	no	shoot14	shoot
does the video happen outdoor ?	yes	shoot14	shoot
